ticker,name,is_active,exchange_code,country_code,currency_code
FTSP,First Team Sports Inc,0,XNAS,USA,USD
GAGA,Le Gaga Holdings Ltd,0,XNAS,USA,USD
GAI,Global-Tech Advanced Innovations Inc,0,XNAS,USA,USD
GBNY,Generations Bancorp NY Inc,1,XNAS,USA,USD
GDS,GDS Holdings Ltd,1,XNAS,USA,USD
GGAL,Grupo Financiero Galicia SA ADR,1,XNAS,USA,USD
GGBMQ,Gigabeam Corp,0,XNAS,USA,USD
GIACU,Gesher I Acquisition Corp Unit,0,XNAS,USA,USD
GLAQ,Globis Acquisition Corp,0,XNAS,USA,USD
GLDN1,Golden Telecom Inc,0,XNAS,USA,USD
GLFD,MGI GP Inc,0,XNAS,USA,USD
GLIBP,GCI Liberty Inc,0,XNAS,USA,USD
GNCA,Genocea Biosciences Inc,0,XNAS,USA,USD
GNLN,Greenlane Holdings Inc,1,XNAS,USA,USD
GNTIY,GNTIY,0,XNAS,USA,USD
GOSCU,GOSCU,0,XNAS,USA,USD
GOTK,Geotek Communications Inc,0,XNAS,USA,USD
GRAN,Bank Of Granite Corp,0,XNAS,USA,USD
GRCI,Genroco Inc,0,XNAS,USA,USD
GRNVU,GreenVision Acquisition Corp,0,XNAS,USA,USD
GRRRW,Gorilla Technology Group Inc.,1,XNAS,USA,USD
GRSHW,Gores Holdings III Inc. WT EXP 091123,0,XNAS,USA,USD
GTBP,GT Biopharma Inc,1,XNAS,USA,USD
GTH,Genetron Holdings Ltd,0,XNAS,USA,USD
GTSI,Gtsi Corp,0,XNAS,USA,USD
GXAI,Gaxos.ai Inc,1,XNAS,USA,USD
HAACW,Health Assurance Acquisition Corp,0,XNAS,USA,USD
HAND,Handspring Inc,0,XNAS,USA,USD
HARP,Harpoon Therapeutics Inc,0,XNAS,USA,USD
HAS,Hasbro Inc,1,XNAS,USA,USD
HBANL,Huntington Bancshares Incorporated,1,XNAS,USA,USD
HBFW,Home Bancorp,0,XNAS,USA,USD
HBSC,Heritage Bancorp Inc,0,XNAS,USA,USD
HCAR_old,Hometown Auto Retailers Inc,0,XNAS,USA,USD
HCCHR,HL Acquisition Corp. RT,0,XNAS,USA,USD
HCDI,Harbor Custom Development Inc,0,XNAS,USA,USD
RXDX,Prometheus Biosciences Inc,0,XNAS,USA,USD
SAFM,Sanderson Farms Inc,0,XNAS,USA,USD
SBAS,Starbase Corp,0,XNAS,USA,USD
SBEAW,SilverBox Engaged Merger Corp I,0,XNAS,USA,USD
SCIBU,SCIBU,0,XNAS,USA,USD
SFBI1,Security Financial Bancorp Inc,0,XNAS,USA,USD
SFET,Safe-T Group Ltd ADR,0,XNAS,USA,USD
SFIN1,Statewide Financial Corp,0,XNAS,USA,USD
SFTTW,Shift Technologies Inc,0,XNAS,USA,USD
SFXA,Sfx Entertainment Inc,0,XNAS,USA,USD
SFXEQ,SFXEQ,0,XNAS,USA,USD
